house_id,area_id,full_address,city,address,street_prefix,street_name,building,area_name,house_year
8096855,2281050,г Москва проезд Гольяновский д.4а строение 1,Москва,проезд Гольяновский д.4а строение 1,проезд,Гольяновский ,д.4а строение 1,муниципальный округ Басманный,1960
8096856,2281050,г Москва проезд Гольяновский д.5 строение 1,Москва,проезд Гольяновский д.5 строение 1,проезд,Гольяновский ,д.5 строение 1,муниципальный округ Басманный,1936
7621998,2281050,г Москва проезд Елоховский д.1,Москва,проезд Елоховский д.1,проезд,Елоховский ,д.1,муниципальный округ Басманный,1900
8152348,2281050,г Москва проезд Елоховский д.1 строение 2,Москва,проезд Елоховский д.1 строение 2,проезд,Елоховский ,д.1 строение 2,муниципальный округ Басманный,1917
8103694,2281050,г Москва проезд Лубянский д.17 строение 1,Москва,проезд Лубянский д.17 строение 1,проезд,Лубянский ,д.17 строение 1,муниципальный округ Басманный,1937
8103696,2281050,г Москва проезд Лубянский д.19 строение 1,Москва,проезд Лубянский д.19 строение 1,проезд,Лубянский ,д.19 строение 1,муниципальный округ Басманный,1860
8103726,2281050,г Москва проезд Сыромятнический д.7/14,Москва,проезд Сыромятнический д.7/14,проезд,Сыромятнический ,д.7/14,муниципальный округ Басманный,1961
8096834,2281050,г Москва туп Басманный д.6а строение 2,Москва,туп Басманный д.6а строение 2,туп,Басманный ,д.6а строение 2,муниципальный округ Басманный,1933
8103856,2281050,г Москва туп Хомутовский д.4 кор.1,Москва,туп Хомутовский д.4 кор.1,туп,Хомутовский ,д.4 кор.1,муниципальный округ Басманный,1959
8103860,2281050,г Москва туп Хомутовский д.4 кор.2,Москва,туп Хомутовский д.4 кор.2,туп,Хомутовский ,д.4 кор.2,муниципальный округ Басманный,1959
8096749,2281050,г Москва ул Бакунинская д.10/12 строение 1,Москва,ул Бакунинская д.10/12 строение 1,ул,Бакунинская ,д.10/12 строение 1,муниципальный округ Басманный,1917
7621916,2281050,г Москва ул Бакунинская д.11 строение 3,Москва,ул Бакунинская д.11 строение 3,ул,Бакунинская ,д.11 строение 3,муниципальный округ Басманный,1917
7621918,2281050,г Москва ул Бакунинская д.17/28,Москва,ул Бакунинская д.17/28,ул,Бакунинская ,д.17/28,муниципальный округ Басманный,2000
7769005,2281050,г Москва ул Бакунинская д.23-41,Москва,ул Бакунинская д.23-41,ул,Бакунинская ,д.23-41,муниципальный округ Басманный,1999
8096750,2281050,г Москва ул Бакунинская д.26_30 строение 1,Москва,ул Бакунинская д.26_30 строение 1,ул,Бакунинская ,д.26_30 строение 1,муниципальный округ Басманный,1990
8096752,2281050,г Москва ул Бакунинская д.32_36 строение 1,Москва,ул Бакунинская д.32_36 строение 1,ул,Бакунинская ,д.32_36 строение 1,муниципальный округ Басманный,1975
8096753,2281050,г Москва ул Бакунинская д.38_42 строение 1,Москва,ул Бакунинская д.38_42 строение 1,ул,Бакунинская ,д.38_42 строение 1,муниципальный округ Басманный,1979
8057202,2281050,г Москва ул Бакунинская д.4/6 строение 1,Москва,ул Бакунинская д.4/6 строение 1,ул,Бакунинская ,д.4/6 строение 1,муниципальный округ Басманный,1935
7621924,2281050,г Москва ул Бакунинская д.4/6 строение 2,Москва,ул Бакунинская д.4/6 строение 2,ул,Бакунинская ,д.4/6 строение 2,муниципальный округ Басманный,1934
7621920,2281050,г Москва ул Бакунинская д.43/55,Москва,ул Бакунинская д.43/55,ул,Бакунинская ,д.43/55,муниципальный округ Басманный,1980
8096754,2281050,г Москва ул Бакунинская д.44_48 строение 1,Москва,ул Бакунинская д.44_48 строение 1,ул,Бакунинская ,д.44_48 строение 1,муниципальный округ Басманный,1976
7621926,2281050,г Москва ул Бакунинская д.49 строение 4,Москва,ул Бакунинская д.49 строение 4,ул,Бакунинская ,д.49 строение 4,муниципальный округ Басманный,1917
7621929,2281050,г Москва ул Бакунинская д.49 строение 5,Москва,ул Бакунинская д.49 строение 5,ул,Бакунинская ,д.49 строение 5,муниципальный округ Басманный,1917
8096755,2281050,г Москва ул Бакунинская д.50 строение 3,Москва,ул Бакунинская д.50 строение 3,ул,Бакунинская ,д.50 строение 3,муниципальный округ Басманный,1912
8096756,2281050,г Москва ул Бакунинская д.58 строение 1,Москва,ул Бакунинская д.58 строение 1,ул,Бакунинская ,д.58 строение 1,муниципальный округ Басманный,1926
8096757,2281050,г Москва ул Бакунинская д.62_68 строение 1,Москва,ул Бакунинская д.62_68 строение 1,ул,Бакунинская ,д.62_68 строение 1,муниципальный округ Басманный,1972
7621932,2281050,г Москва ул Бакунинская д.77 строение 3,Москва,ул Бакунинская д.77 строение 3,ул,Бакунинская ,д.77 строение 3,муниципальный округ Басманный,1926
7621933,2281050,г Москва ул Бакунинская д.8,Москва,ул Бакунинская д.8,ул,Бакунинская ,д.8,муниципальный округ Басманный,1938
8096758,2281050,г Москва ул Бакунинская д.98А строение 11,Москва,ул Бакунинская д.98А строение 11,ул,Бакунинская ,д.98А строение 11,муниципальный округ Басманный,1926
8096763,2281050,г Москва ул Басманная Нов. д.12 строение 2,Москва,ул Басманная Нов. д.12 строение 2,ул,Басманная Нов. ,д.12 строение 2,муниципальный округ Басманный,1917
8096765,2281050,г Москва ул Басманная Нов. д.12 строение 3,Москва,ул Басманная Нов. д.12 строение 3,ул,Басманная Нов. ,д.12 строение 3,муниципальный округ Басманный,1917
8096766,2281050,г Москва ул Басманная Нов. д.12 строение 4,Москва,ул Басманная Нов. д.12 строение 4,ул,Басманная Нов. ,д.12 строение 4,муниципальный округ Басманный,1917
8096768,2281050,г Москва ул Басманная Нов. д.14 строение 1,Москва,ул Басманная Нов. д.14 строение 1,ул,Басманная Нов. ,д.14 строение 1,муниципальный округ Басманный,1904
8096770,2281050,г Москва ул Басманная Нов. д.14 строение 3,Москва,ул Басманная Нов. д.14 строение 3,ул,Басманная Нов. ,д.14 строение 3,муниципальный округ Басманный,1929
8096772,2281050,г Москва ул Басманная Нов. д.16 строение 3,Москва,ул Басманная Нов. д.16 строение 3,ул,Басманная Нов. ,д.16 строение 3,муниципальный округ Басманный,1935
8096774,2281050,г Москва ул Басманная Нов. д.16 строение 4,Москва,ул Басманная Нов. д.16 строение 4,ул,Басманная Нов. ,д.16 строение 4,муниципальный округ Басманный,1914
8096780,2281050,г Москва ул Басманная Нов. д.25/2,Москва,ул Басманная Нов. д.25/2,ул,Басманная Нов. ,д.25/2,муниципальный округ Басманный,1912
8096782,2281050,г Москва ул Басманная Нов. д.28 строение 1,Москва,ул Басманная Нов. д.28 строение 1,ул,Басманная Нов. ,д.28 строение 1,муниципальный округ Басманный,1917
8096783,2281050,г Москва ул Басманная Нов. д.28 строение 2,Москва,ул Басманная Нов. д.28 строение 2,ул,Басманная Нов. ,д.28 строение 2,муниципальный округ Басманный,1917
8096786,2281050,г Москва ул Басманная Нов. д.31 строение 1,Москва,ул Басманная Нов. д.31 строение 1,ул,Басманная Нов. ,д.31 строение 1,муниципальный округ Басманный,1914
8096788,2281050,г Москва ул Басманная Нов. д.31 строение 3,Москва,ул Басманная Нов. д.31 строение 3,ул,Басманная Нов. ,д.31 строение 3,муниципальный округ Басманный,1914
8096761,2281050,г Москва ул Басманная Нов. д.4_6 строение 3,Москва,ул Басманная Нов. д.4_6 строение 3,ул,Басманная Нов. ,д.4_6 строение 3,муниципальный округ Басманный,1932
8096797,2281050,г Москва ул Басманная Стар. д.10 строение 2,Москва,ул Басманная Стар. д.10 строение 2,ул,Басманная Стар. ,д.10 строение 2,муниципальный округ Басманный,1840
8096801,2281050,г Москва ул Басманная Стар. д.12 строение 2,Москва,ул Басманная Стар. д.12 строение 2,ул,Басманная Стар. ,д.12 строение 2,муниципальный округ Басманный,1890
8024070,2281050,г Москва ул Басманная Стар. д.12 строение 5,Москва,ул Басманная Стар. д.12 строение 5,ул,Басманная Стар. ,д.12 строение 5,муниципальный округ Басманный,2001
8096803,2281050,г Москва ул Басманная Стар. д.13 строение 1,Москва,ул Басманная Стар. д.13 строение 1,ул,Басманная Стар. ,д.13 строение 1,муниципальный округ Басманный,1906
8096805,2281050,г Москва ул Басманная Стар. д.14/2,Москва,ул Басманная Стар. д.14/2,ул,Басманная Стар. ,д.14/2,муниципальный округ Басманный,1954
8096809,2281050,г Москва ул Басманная Стар. д.15 строение 2,Москва,ул Басманная Стар. д.15 строение 2,ул,Басманная Стар. ,д.15 строение 2,муниципальный округ Басманный,1908
8096812,2281050,г Москва ул Басманная Стар. д.20 кор.1,Москва,ул Басманная Стар. д.20 кор.1,ул,Басманная Стар. ,д.20 кор.1,муниципальный округ Басманный,1934
8096819,2281050,г Москва ул Басманная Стар. д.20 кор.12,Москва,ул Басманная Стар. д.20 кор.12,ул,Басманная Стар. ,д.20 кор.12,муниципальный округ Басманный,1954
8096814,2281050,г Москва ул Басманная Стар. д.20 кор.2,Москва,ул Басманная Стар. д.20 кор.2,ул,Басманная Стар. ,д.20 кор.2,муниципальный округ Басманный,1927
8096816,2281050,г Москва ул Басманная Стар. д.20 кор.3,Москва,ул Басманная Стар. д.20 кор.3,ул,Басманная Стар. ,д.20 кор.3,муниципальный округ Басманный,1927
8096817,2281050,г Москва ул Басманная Стар. д.20 кор.4,Москва,ул Басманная Стар. д.20 кор.4,ул,Басманная Стар. ,д.20 кор.4,муниципальный округ Басманный,1934
8096818,2281050,г Москва ул Басманная Стар. д.20 кор.5,Москва,ул Басманная Стар. д.20 кор.5,ул,Басманная Стар. ,д.20 кор.5,муниципальный округ Басманный,1917
8096821,2281050,г Москва ул Басманная Стар. д.21/4 строение 2,Москва,ул Басманная Стар. д.21/4 строение 2,ул,Басманная Стар. ,д.21/4 строение 2,муниципальный округ Басманный,1959
8057208,2281050,г Москва ул Басманная Стар. д.22 кор.А строение 3,Москва,ул Басманная Стар. д.22 кор.А строение 3,ул,Басманная Стар. ,д.22 кор.А строение 3,муниципальный округ Басманный,1935
8096822,2281050,г Москва ул Басманная Стар. д.22 кор.Б строение 2,Москва,ул Басманная Стар. д.22 кор.Б строение 2,ул,Басманная Стар. ,д.22 кор.Б строение 2,муниципальный округ Басманный,1935
7621941,2281050,г Москва ул Басманная Стар. д.24,Москва,ул Басманная Стар. д.24,ул,Басманная Стар. ,д.24,муниципальный округ Басманный,1973
7562202,2281050,г Москва ул Басманная Стар. д.25 строение 1,Москва,ул Басманная Стар. д.25 строение 1,ул,Басманная Стар. ,д.25 строение 1,муниципальный округ Басманный,1917
8096823,2281050,г Москва ул Басманная Стар. д.25 строение 5,Москва,ул Басманная Стар. д.25 строение 5,ул,Басманная Стар. ,д.25 строение 5,муниципальный округ Басманный,1919
7713526,2281050,г Москва ул Басманная Стар. д.26,Москва,ул Басманная Стар. д.26,ул,Басманная Стар. ,д.26,муниципальный округ Басманный,1986
8096824,2281050,г Москва ул Басманная Стар. д.28/2,Москва,ул Басманная Стар. д.28/2,ул,Басманная Стар. ,д.28/2,муниципальный округ Басманный,1974
7621943,2281050,г Москва ул Басманная Стар. д.30/1,Москва,ул Басманная Стар. д.30/1,ул,Басманная Стар. ,д.30/1,муниципальный округ Басманный,1912
8090085,2281050,г Москва ул Басманная Стар. д.31,Москва,ул Басманная Стар. д.31,ул,Басманная Стар. ,д.31,муниципальный округ Басманный,1915
8096827,2281050,г Москва ул Басманная Стар. д.33,Москва,ул Басманная Стар. д.33,ул,Басманная Стар. ,д.33,муниципальный округ Басманный,1912
8096829,2281050,г Москва ул Басманная Стар. д.38/2 строение 3,Москва,ул Басманная Стар. д.38/2 строение 3,ул,Басманная Стар. ,д.38/2 строение 3,муниципальный округ Басманный,1999
8096790,2281050,г Москва ул Басманная Стар. д.5 строение 1,Москва,ул Басманная Стар. д.5 строение 1,ул,Басманная Стар. ,д.5 строение 1,муниципальный округ Басманный,1908
8096792,2281050,г Москва ул Басманная Стар. д.6 строение 2,Москва,ул Басманная Стар. д.6 строение 2,ул,Басманная Стар. ,д.6 строение 2,муниципальный округ Басманный,2005
8096794,2281050,г Москва ул Басманная Стар. д.9 кор.1,Москва,ул Басманная Стар. д.9 кор.1,ул,Басманная Стар. ,д.9 кор.1,муниципальный округ Басманный,1966
8096795,2281050,г Москва ул Басманная Стар. д.9 кор.2,Москва,ул Басманная Стар. д.9 кор.2,ул,Басманная Стар. ,д.9 кор.2,муниципальный округ Басманный,1969
7621945,2281050,г Москва ул Бауманская д.19,Москва,ул Бауманская д.19,ул,Бауманская ,д.19,муниципальный округ Басманный,1966
7621948,2281050,г Москва ул Бауманская д.20 строение 2,Москва,ул Бауманская д.20 строение 2,ул,Бауманская ,д.20 строение 2,муниципальный округ Басманный,1904
8079317,2281050,г Москва ул Бауманская д.20 строение 3,Москва,ул Бауманская д.20 строение 3,ул,Бауманская ,д.20 строение 3,муниципальный округ Басманный,1903
7621950,2281050,г Москва ул Бауманская д.23,Москва,ул Бауманская д.23,ул,Бауманская ,д.23,муниципальный округ Басманный,1917
7621952,2281050,г Москва ул Бауманская д.26,Москва,ул Бауманская д.26,ул,Бауманская ,д.26,муниципальный округ Басманный,1917
7621954,2281050,г Москва ул Бауманская д.27,Москва,ул Бауманская д.27,ул,Бауманская ,д.27,муниципальный округ Басманный,1966
7621955,2281050,г Москва ул Бауманская д.28 строение 2,Москва,ул Бауманская д.28 строение 2,ул,Бауманская ,д.28 строение 2,муниципальный округ Басманный,1917
7621958,2281050,г Москва ул Бауманская д.33/2 строение 3,Москва,ул Бауманская д.33/2 строение 3,ул,Бауманская ,д.33/2 строение 3,муниципальный округ Басманный,1917
8096840,2281050,г Москва ул Бауманская д.33/2 строение 8,Москва,ул Бауманская д.33/2 строение 8,ул,Бауманская ,д.33/2 строение 8,муниципальный округ Басманный,1917
7621960,2281050,г Москва ул Бауманская д.34/20,Москва,ул Бауманская д.34/20,ул,Бауманская ,д.34/20,муниципальный округ Басманный,1968
7621961,2281050,г Москва ул Бауманская д.35/1,Москва,ул Бауманская д.35/1,ул,Бауманская ,д.35/1,муниципальный округ Басманный,1902
7621962,2281050,г Москва ул Бауманская д.38 строение 2,Москва,ул Бауманская д.38 строение 2,ул,Бауманская ,д.38 строение 2,муниципальный округ Басманный,1966
7621963,2281050,г Москва ул Бауманская д.43 строение 2,Москва,ул Бауманская д.43 строение 2,ул,Бауманская ,д.43 строение 2,муниципальный округ Басманный,1905
7621964,2281050,г Москва ул Бауманская д.46,Москва,ул Бауманская д.46,ул,Бауманская ,д.46,муниципальный округ Басманный,1917
7621965,2281050,г Москва ул Бауманская д.56/17 строение 1,Москва,ул Бауманская д.56/17 строение 1,ул,Бауманская ,д.56/17 строение 1,муниципальный округ Басманный,1917
7621967,2281050,г Москва ул Бауманская д.58А,Москва,ул Бауманская д.58А,ул,Бауманская ,д.58А,муниципальный округ Басманный,1970
7621968,2281050,г Москва ул Бауманская д.62/66,Москва,ул Бауманская д.62/66,ул,Бауманская ,д.62/66,муниципальный округ Басманный,1977
7621969,2281050,г Москва ул Бауманская д.66/11,Москва,ул Бауманская д.66/11,ул,Бауманская ,д.66/11,муниципальный округ Басманный,1900
8096845,2281050,г Москва ул Воронцово Поле д.5_7 строение 8,Москва,ул Воронцово Поле д.5_7 строение 8,ул,Воронцово Поле ,д.5_7 строение 8,муниципальный округ Басманный,1935
8096848,2281050,г Москва ул Гольяновская д.1б,Москва,ул Гольяновская д.1б,ул,Гольяновская ,д.1б,муниципальный округ Басманный,1971
8096849,2281050,г Москва ул Гольяновская д.3а кор.3,Москва,ул Гольяновская д.3а кор.3,ул,Гольяновская ,д.3а кор.3,муниципальный округ Басманный,1950
8096850,2281050,г Москва ул Гольяновская д.7 кор.1,Москва,ул Гольяновская д.7 кор.1,ул,Гольяновская ,д.7 кор.1,муниципальный округ Басманный,1952
8096852,2281050,г Москва ул Гольяновская д.7 кор.2,Москва,ул Гольяновская д.7 кор.2,ул,Гольяновская ,д.7 кор.2,муниципальный округ Басманный,1952
8096854,2281050,г Москва ул Гольяновская д.7а кор.4,Москва,ул Гольяновская д.7а кор.4,ул,Гольяновская ,д.7а кор.4,муниципальный округ Басманный,1956
8096866,2281050,г Москва ул Госпитальный Вал д.3,Москва,ул Госпитальный Вал д.3,ул,Госпитальный Вал ,д.3,муниципальный округ Басманный,1960
8096869,2281050,г Москва ул Госпитальный Вал д.3 кор.1,Москва,ул Госпитальный Вал д.3 кор.1,ул,Госпитальный Вал ,д.3 кор.1,муниципальный округ Басманный,1964
8102845,2281050,г Москва ул Госпитальный Вал д.3 кор.2,Москва,ул Госпитальный Вал д.3 кор.2,ул,Госпитальный Вал ,д.3 кор.2,муниципальный округ Басманный,1969
8096873,2281050,г Москва ул Госпитальный Вал д.3 кор.3,Москва,ул Госпитальный Вал д.3 кор.3,ул,Госпитальный Вал ,д.3 кор.3,муниципальный округ Басманный,1969
8096874,2281050,г Москва ул Госпитальный Вал д.3 кор.4,Москва,ул Госпитальный Вал д.3 кор.4,ул,Госпитальный Вал ,д.3 кор.4,муниципальный округ Басманный,1977
8096875,2281050,г Москва ул Госпитальный Вал д.3 кор.5,Москва,ул Госпитальный Вал д.3 кор.5,ул,Госпитальный Вал ,д.3 кор.5,муниципальный округ Басманный,1968
8096878,2281050,г Москва ул Госпитальный Вал д.3 кор.6,Москва,ул Госпитальный Вал д.3 кор.6,ул,Госпитальный Вал ,д.3 кор.6,муниципальный округ Басманный,1967
8096879,2281050,г Москва ул Госпитальный Вал д.3 кор.7,Москва,ул Госпитальный Вал д.3 кор.7,ул,Госпитальный Вал ,д.3 кор.7,муниципальный округ Басманный,1973
8096889,2281050,г Москва ул Госпитальный Вал д.5 кор.10,Москва,ул Госпитальный Вал д.5 кор.10,ул,Госпитальный Вал ,д.5 кор.10,муниципальный округ Басманный,1933
8096891,2281050,г Москва ул Госпитальный Вал д.5 кор.11,Москва,ул Госпитальный Вал д.5 кор.11,ул,Госпитальный Вал ,д.5 кор.11,муниципальный округ Басманный,1951
8096892,2281050,г Москва ул Госпитальный Вал д.5 кор.13,Москва,ул Госпитальный Вал д.5 кор.13,ул,Госпитальный Вал ,д.5 кор.13,муниципальный округ Басманный,1950
8096893,2281050,г Москва ул Госпитальный Вал д.5 кор.15,Москва,ул Госпитальный Вал д.5 кор.15,ул,Госпитальный Вал ,д.5 кор.15,муниципальный округ Басманный,1950
8096894,2281050,г Москва ул Госпитальный Вал д.5 кор.16,Москва,ул Госпитальный Вал д.5 кор.16,ул,Госпитальный Вал ,д.5 кор.16,муниципальный округ Басманный,1950
8096895,2281050,г Москва ул Госпитальный Вал д.5 кор.17,Москва,ул Госпитальный Вал д.5 кор.17,ул,Госпитальный Вал ,д.5 кор.17,муниципальный округ Басманный,1950
8096896,2281050,г Москва ул Госпитальный Вал д.5 кор.18,Москва,ул Госпитальный Вал д.5 кор.18,ул,Госпитальный Вал ,д.5 кор.18,муниципальный округ Басманный,1955
8096882,2281050,г Москва ул Госпитальный Вал д.5 строение 1,Москва,ул Госпитальный Вал д.5 строение 1,ул,Госпитальный Вал ,д.5 строение 1,муниципальный округ Басманный,2000
7789060,2281050,г Москва ул Госпитальный Вал д.5 строение 12,Москва,ул Госпитальный Вал д.5 строение 12,ул,Госпитальный Вал ,д.5 строение 12,муниципальный округ Басманный,2004
8096883,2281050,г Москва ул Госпитальный Вал д.5 строение 2,Москва,ул Госпитальный Вал д.5 строение 2,ул,Госпитальный Вал ,д.5 строение 2,муниципальный округ Басманный,2002
8096884,2281050,г Москва ул Госпитальный Вал д.5 строение 3,Москва,ул Госпитальный Вал д.5 строение 3,ул,Госпитальный Вал ,д.5 строение 3,муниципальный округ Басманный,2001
8096885,2281050,г Москва ул Госпитальный Вал д.5 строение 4,Москва,ул Госпитальный Вал д.5 строение 4,ул,Госпитальный Вал ,д.5 строение 4,муниципальный округ Басманный,2002
8096886,2281050,г Москва ул Госпитальный Вал д.5 строение 5,Москва,ул Госпитальный Вал д.5 строение 5,ул,Госпитальный Вал ,д.5 строение 5,муниципальный округ Басманный,2001
8096887,2281050,г Москва ул Госпитальный Вал д.5 строение 7,Москва,ул Госпитальный Вал д.5 строение 7,ул,Госпитальный Вал ,д.5 строение 7,муниципальный округ Басманный,2003
8096897,2281050,г Москва ул Госпитальный Вал д.5 строение 7А,Москва,ул Госпитальный Вал д.5 строение 7А,ул,Госпитальный Вал ,д.5 строение 7А,муниципальный округ Басманный,2003
8096888,2281050,г Москва ул Госпитальный Вал д.5 строение 8,Москва,ул Госпитальный Вал д.5 строение 8,ул,Госпитальный Вал ,д.5 строение 8,муниципальный округ Басманный,2007
7621977,2281050,г Москва ул Доброслободская д.10 строение 4,Москва,ул Доброслободская д.10 строение 4,ул,Доброслободская ,д.10 строение 4,муниципальный округ Басманный,1786
7621979,2281050,г Москва ул Доброслободская д.10 строение 5,Москва,ул Доброслободская д.10 строение 5,ул,Доброслободская ,д.10 строение 5,муниципальный округ Басманный,1955
7621980,2281050,г Москва ул Доброслободская д.11/13,Москва,ул Доброслободская д.11/13,ул,Доброслободская ,д.11/13,муниципальный округ Басманный,1957
7621981,2281050,г Москва ул Доброслободская д.12,Москва,ул Доброслободская д.12,ул,Доброслободская ,д.12,муниципальный округ Басманный,1974
7621982,2281050,г Москва ул Доброслободская д.14 кор.2,Москва,ул Доброслободская д.14 кор.2,ул,Доброслободская ,д.14 кор.2,муниципальный округ Басманный,1974
7621985,2281050,г Москва ул Доброслободская д.15,Москва,ул Доброслободская д.15,ул,Доброслободская ,д.15,муниципальный округ Басманный,1994
7621986,2281050,г Москва ул Доброслободская д.15/17,Москва,ул Доброслободская д.15/17,ул,Доброслободская ,д.15/17,муниципальный округ Басманный,1956
7621987,2281050,г Москва ул Доброслободская д.16 кор.1,Москва,ул Доброслободская д.16 кор.1,ул,Доброслободская ,д.16 кор.1,муниципальный округ Басманный,1960
7621988,2281050,г Москва ул Доброслободская д.16 кор.2,Москва,ул Доброслободская д.16 кор.2,ул,Доброслободская ,д.16 кор.2,муниципальный округ Басманный,1962
7621991,2281050,г Москва ул Доброслободская д.16 кор.3,Москва,ул Доброслободская д.16 кор.3,ул,Доброслободская ,д.16 кор.3,муниципальный округ Басманный,1966
7621993,2281050,г Москва ул Доброслободская д.4,Москва,ул Доброслободская д.4,ул,Доброслободская ,д.4,муниципальный округ Басманный,1972
7621994,2281050,г Москва ул Доброслободская д.7/1,Москва,ул Доброслободская д.7/1,ул,Доброслободская ,д.7/1,муниципальный округ Басманный,1917
7621995,2281050,г Москва ул Доброслободская д.8,Москва,ул Доброслободская д.8,ул,Доброслободская ,д.8,муниципальный округ Басманный,1971
8096923,2281050,г Москва ул Жуковского д.19 строение 1,Москва,ул Жуковского д.19 строение 1,ул,Жуковского ,д.19 строение 1,муниципальный округ Басманный,1887
8096917,2281050,г Москва ул Жуковского д.2,Москва,ул Жуковского д.2,ул,Жуковского ,д.2,муниципальный округ Басманный,1914
8096918,2281050,г Москва ул Жуковского д.4 строение 1,Москва,ул Жуковского д.4 строение 1,ул,Жуковского ,д.4 строение 1,муниципальный округ Басманный,1917
8096919,2281050,г Москва ул Жуковского д.4 строение 3,Москва,ул Жуковского д.4 строение 3,ул,Жуковского ,д.4 строение 3,муниципальный округ Басманный,1917
8096920,2281050,г Москва ул Жуковского д.5,Москва,ул Жуковского д.5,ул,Жуковского ,д.5,муниципальный округ Басманный,1917
8090078,2281050,г Москва ул Жуковского д.5А,Москва,ул Жуковского д.5А,ул,Жуковского ,д.5А,муниципальный округ Басманный,1955
8096921,2281050,г Москва ул Жуковского д.6 строение 2,Москва,ул Жуковского д.6 строение 2,ул,Жуковского ,д.6 строение 2,муниципальный округ Басманный,1998
8090034,2281050,г Москва ул Жуковского д.7,Москва,ул Жуковского д.7,ул,Жуковского ,д.7,муниципальный округ Басманный,1915
8096922,2281050,г Москва ул Жуковского д.9,Москва,ул Жуковского д.9,ул,Жуковского ,д.9,муниципальный округ Басманный,1917
8096924,2281050,г Москва ул Забелина д.5 строение 2,Москва,ул Забелина д.5 строение 2,ул,Забелина ,д.5 строение 2,муниципальный округ Басманный,1952
8096925,2281050,г Москва ул Земляной Вал д.1/4 строение 1,Москва,ул Земляной Вал д.1/4 строение 1,ул,Земляной Вал ,д.1/4 строение 1,муниципальный округ Басманный,1932
8096933,2281050,г Москва ул Земляной Вал д.10,Москва,ул Земляной Вал д.10,ул,Земляной Вал ,д.10,муниципальный округ Басманный,1913
8096934,2281050,г Москва ул Земляной Вал д.12/7 строение 1,Москва,ул Земляной Вал д.12/7 строение 1,ул,Земляной Вал ,д.12/7 строение 1,муниципальный округ Басманный,1913
8096935,2281050,г Москва ул Земляной Вал д.14/16 строение 1,Москва,ул Земляной Вал д.14/16 строение 1,ул,Земляной Вал ,д.14/16 строение 1,муниципальный округ Басманный,1936
8096936,2281050,г Москва ул Земляной Вал д.18_22 строение 1,Москва,ул Земляной Вал д.18_22 строение 1,ул,Земляной Вал ,д.18_22 строение 1,муниципальный округ Басманный,1916
8096938,2281050,г Москва ул Земляной Вал д.18_22 строение 2,Москва,ул Земляной Вал д.18_22 строение 2,ул,Земляной Вал ,д.18_22 строение 2,муниципальный округ Басманный,1940
8096927,2281050,г Москва ул Земляной Вал д.2,Москва,ул Земляной Вал д.2,ул,Земляной Вал ,д.2,муниципальный округ Басманный,1945
8096947,2281050,г Москва ул Земляной Вал д.21/2 строение 1,Москва,ул Земляной Вал д.21/2 строение 1,ул,Земляной Вал ,д.21/2 строение 1,муниципальный округ Басманный,1938
8096949,2281050,г Москва ул Земляной Вал д.21/2 строение 2,Москва,ул Земляной Вал д.21/2 строение 2,ул,Земляной Вал ,д.21/2 строение 2,муниципальный округ Басманный,1890
8096950,2281050,г Москва ул Земляной Вал д.21/2 строение 3,Москва,ул Земляной Вал д.21/2 строение 3,ул,Земляной Вал ,д.21/2 строение 3,муниципальный округ Басманный,1870
8096951,2281050,г Москва ул Земляной Вал д.23 строение 1,Москва,ул Земляной Вал д.23 строение 1,ул,Земляной Вал ,д.23 строение 1,муниципальный округ Басманный,1938
8109480,2281050,г Москва ул Земляной Вал д.24/30 строение 1,Москва,ул Земляной Вал д.24/30 строение 1,ул,Земляной Вал ,д.24/30 строение 1,муниципальный округ Басманный,1941
8109488,2281050,г Москва ул Земляной Вал д.24/30 строение 1А,Москва,ул Земляной Вал д.24/30 строение 1А,ул,Земляной Вал ,д.24/30 строение 1А,муниципальный округ Басманный,1960
8096952,2281050,г Москва ул Земляной Вал д.24/32,Москва,ул Земляной Вал д.24/32,ул,Земляной Вал ,д.24/32,муниципальный округ Басманный,1962
8102856,2281050,г Москва ул Земляной Вал д.25,Москва,ул Земляной Вал д.25,ул,Земляной Вал ,д.25,муниципальный округ Басманный,1937
8102857,2281050,г Москва ул Земляной Вал д.27 строение 1,Москва,ул Земляной Вал д.27 строение 1,ул,Земляной Вал ,д.27 строение 1,муниципальный округ Басманный,1930
8102858,2281050,г Москва ул Земляной Вал д.27 строение 2,Москва,ул Земляной Вал д.27 строение 2,ул,Земляной Вал ,д.27 строение 2,муниципальный округ Басманный,1930
8096928,2281050,г Москва ул Земляной Вал д.3/1 строение 6,Москва,ул Земляной Вал д.3/1 строение 6,ул,Земляной Вал ,д.3/1 строение 6,муниципальный округ Басманный,1953
8096929,2281050,г Москва ул Земляной Вал д.3/1 строение 7,Москва,ул Земляной Вал д.3/1 строение 7,ул,Земляной Вал ,д.3/1 строение 7,муниципальный округ Басманный,1953
8102859,2281050,г Москва ул Земляной Вал д.32,Москва,ул Земляной Вал д.32,ул,Земляной Вал ,д.32,муниципальный округ Басманный,1932
8102860,2281050,г Москва ул Земляной Вал д.34 строение 3а,Москва,ул Земляной Вал д.34 строение 3а,ул,Земляной Вал ,д.34 строение 3а,муниципальный округ Басманный,1928
